"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tgfbr1",882.684048433049,-0.522013701812732,0.0800214286976543,-6.52342391667438,6.87202787686804e-11,1.2544627844075e-09
"Tll1",48.1819752157029,-1.59094080128708,0.244136704692937,-6.51659816285341,7.19197510123417e-11,1.31100307491673e-09
"Hcn2",283.140443093652,-1.0782323744107,0.165557883004897,-6.51272144123038,7.38012976541688e-11,1.34149015976763e-09
"Ifngr1",1734.68679460487,-0.728882557571423,0.111916609638646,-6.51272907502135,7.37975457484126e-11,1.34149015976763e-09
"Whsc1l1",709.006898311384,-0.468141546349857,0.071890682392328,-6.5118528684298,7.42294098059065e-11,1.34736353046563e-09
"Pdcl3",1071.46850428516,0.313512462694435,0.0481597552919042,6.50984334937302,7.52292151431068e-11,1.36358265244561e-09
"Ccl8",70.9937938561324,2.21051051398658,0.339804148953467,6.50524874635739,7.7564924010397e-11,1.40393606463388e-09
"Plp2",190.304642862874,0.571157511220985,0.0878079043558459,6.50462524314828,7.78873025399366e-11,1.40778556830283e-09
"Edn3",45.2497571424555,1.77623833111506,0.273232921280101,6.50082106794949,7.98828019703293e-11,1.44182278155448e-09
"Mpv17l2",247.44779337728,0.563455909459218,0.086742697840767,6.49571576034619,8.26395556132971e-11,1.48948513649641e-09
"Iqgap1",1812.42727691664,-0.5591760610377,0.0861804188689348,-6.4884351732858,8.67324603657905e-11,1.56106264217979e-09
"Cnot2",781.195989914656,-0.330512490498648,0.0509437131011389,-6.48779742148906,8.71002818822396e-11,1.5654872792644e-09
"Azin2",30.4319241486108,1.14131978635348,0.176053332214453,6.48280706759486,9.00315974320214e-11,1.61590977600718e-09
"Uxt",187.345769815684,0.523358858636263,0.0807385510667434,6.48214330975079,9.04286824233713e-11,1.62076994628369e-09
"Ranbp2",2597.77241281612,-0.521964490286051,0.0806042789223021,-6.47564245056016,9.44093698003985e-11,1.68975654483754e-09
"Spred2",370.515655575815,-0.549648314861606,0.0849043950619667,-6.47373218383394,9.56113082859839e-11,1.70888568138444e-09
"Pex3",496.901132557953,0.463967373675476,0.071673317870906,6.47336257700736,9.58455858734821e-11,1.71069040822586e-09
"Kif13a",2593.70716756542,-0.330197484892405,0.0510120903609718,-6.47292597805464,9.61230499402545e-11,1.71325986094901e-09
"Trps1",216.596003428096,-0.740789516943202,0.114467653552909,-6.47160568029636,9.6966902289057e-11,1.72590326917541e-09
"Sec22a",349.184062315568,0.655329372001145,0.101324210520157,6.46764843897579,9.95397443372077e-11,1.76924312891882e-09
"Cxcl5",1321.13255999375,-2.7568385815981,0.426279334469455,-6.46721142377039,9.98279337190952e-11,1.77191130486466e-09
"Mthfsd",150.454882245101,0.556613066972312,0.0860721164743804,6.46682212279501,1.0008534484778e-10,1.77402656136956e-09
"Smox",484.325511288282,-0.494549714898364,0.0764815664487133,-6.46626027501669,1.0045799067315e-10,1.77817571628763e-09
"Gabarapl2",404.596103284171,0.56560017246489,0.0875340888085353,6.46148466458634,1.0368066447792e-10,1.83269141493822e-09
"Tnfrsf21",300.449359509164,-0.726592538454794,0.112491802272128,-6.45907100587739,1.0534767722577e-10,1.8595966187597e-09
"Atp5a1",100558.078862519,-0.353517190491388,0.0547505764097273,-6.4568670080445,1.06892754281946e-10,1.88427845563216e-09
"Sgol2a",322.455894637996,-0.899880434703643,0.139379563482342,-6.45632983932861,1.07272672342206e-10,1.88838162437246e-09
"Nipsnap3b",148.239200204893,0.694270428844739,0.107565302824483,6.45440872302101,1.08642234215085e-10,1.90987094750985e-09
"Tmem222",619.669050088223,0.439540014415311,0.0681094876050744,6.45343299253603,1.09344361906128e-10,1.91958439991976e-09
"Ccdc107",456.709578912688,0.643349327119912,0.0997008193134801,6.45279879894555,1.09803098896025e-10,1.92500432805012e-09
"Mir8114",617.328332143468,-0.984763530274616,0.152619661220895,-6.45240280575197,1.10090489768956e-10,1.92740962510915e-09
"Il6st",6528.99966384435,-0.590467692227317,0.0915180467922943,-6.45192629129661,1.10437293584588e-10,1.93084712339375e-09
"Adcy9",1185.49566412616,-0.537042126982592,0.0832402767289971,-6.45171001450444,1.10595050424079e-10,1.93097453345878e-09
"Midn",3258.95600169417,-0.7453435812781,0.115550836651615,-6.45035209502904,1.11590590898414e-10,1.94570931114042e-09
"Stag2",1426.15919105928,-0.384149817110005,0.0596186345453736,-6.44345211928064,1.16786125132418e-10,2.03353642309949e-09
"Cpsf1",857.545324236739,-0.387942497834196,0.0602729092393119,-6.43643226667359,1.22314379398197e-10,2.12691115286865e-09
"Dtna",1883.82728763183,-0.528295439842685,0.0820848934954051,-6.43596424806542,1.22691912746757e-10,2.13058906127081e-09
"Rbp1",249.246049987943,1.12350244955112,0.174572822603991,6.4357236870697,1.22886407360951e-10,2.13108279143659e-09
"Selp",2479.26715594105,-2.38579734103694,0.370881208136443,-6.4327803315374,1.2529066185982e-10,2.16984489021197e-09
"H3f3b",4276.24399283666,-0.66005194210352,0.102620993759869,-6.43193870883799,1.2598654586749e-10,2.17895598802898e-09
"Gm20257",27.2319036797001,1.16180333101007,0.180636545596581,6.43171805114539,1.26169617774447e-10,2.17918533633847e-09
"Slc26a10",210.491875733168,1.61785289394168,0.251571821267327,6.43097818265782,1.26785360088963e-10,2.18394164566666e-09
"Foxp4",496.6501702829,-0.669817722885594,0.104153774705332,-6.43104606415482,1.26728744774618e-10,2.18394164566666e-09
"Peli3",65.6411286072036,1.02675602917245,0.159669691419621,6.43050049163107,1.27184469180853e-10,2.18787974932692e-09
"Fam212a",91.8623900100228,1.47014918271328,0.228679685485792,6.42885781301559,1.28566315103695e-10,2.20869012279212e-09
"Rab20",828.311487586896,-0.692036089862659,0.107651500545921,-6.4284853100348,1.28881705345327e-10,2.2111482950489e-09
"Bcap29",1072.0885000492,0.42816290764959,0.0666138290267404,6.42753785370475,1.29687307801499e-10,2.22199895996881e-09
"Dennd3",412.532203886695,-0.630804039571058,0.0981474565558761,-6.42710531384923,1.30056721777553e-10,2.22535721409512e-09
"Foxj3",762.158254745323,-0.394837758965002,0.0614396932649566,-6.42642789999419,1.30637339826853e-10,2.232315555257e-09
"Sec11c",420.197822463722,0.721461333132686,0.112300285929953,6.42439444528839,1.32395491775967e-10,2.25935019409706e-09
"Chil1",677.263913528018,-0.986026991309615,0.153499892400433,-6.42363311068246,1.33059684198585e-10,2.26766922618916e-09
"Mdn1",625.916823284651,-1.00831892371462,0.157041123476672,-6.42073172549868,1.35620852102607e-10,2.30825251330604e-09
"Gng12",1525.85338332815,-0.693665653150268,0.108077352678223,-6.41823320021084,1.37864960003595e-10,2.34333911486905e-09
"Aldh3b1",68.0048758439687,1.01184066924969,0.157655959916922,6.41802992911199,1.3804912069757e-10,2.34336556337555e-09
"Rest",286.094212079338,-0.631747311401028,0.0984463652121775,-6.41717253897032,1.38828553104803e-10,2.35348325230375e-09
"Dmxl1",1091.67523909467,-0.472394304450289,0.0736376378489449,-6.41512028698321,1.40711714310819e-10,2.38226046141259e-09
"Shisa5",1707.90814830981,-0.665622888297956,0.103787248079857,-6.41333979474827,1.42365713556703e-10,2.40708722275781e-09
"Krtcap2",575.112738058324,0.359335569337776,0.056043945024649,6.41167514491948,1.43929277632809e-10,2.43032160508137e-09
"Shtn1",140.887167053387,0.7977396782965,0.124436050623083,6.41084054260815,1.44719502396646e-10,2.44045384264936e-09
"Dpm3",221.67148004916,0.809509431239039,0.126284978100594,6.41017992333349,1.45347999978111e-10,2.44783580540565e-09
"Slc39a10",545.626772858621,-0.93307717630533,0.145593749509175,-6.40877221344266,1.46696172854983e-10,2.46730273426998e-09
"Cxcl2",658.886935092707,-2.66223399681139,0.415448379977852,-6.40809815398321,1.47346043162907e-10,2.47498923024815e-09
"Hsf4",58.7979952371743,1.01737303330275,0.158885355781541,6.40318944624187,1.52164188872167e-10,2.55257913176015e-09
"Lama4",1399.35666454378,-0.83299413296805,0.13011422261027,-6.40202213299241,1.53332432030762e-10,2.56881866873468e-09
"Emp3",335.183948388901,1.01941353108032,0.159246364617761,6.40148698858663,1.53870928457458e-10,2.57447930233971e-09
"Zfp292",526.009427011521,-0.476684208209568,0.0744759552334771,-6.40051150354763,1.5485728236055e-10,2.5876087298606e-09
"Inmt",126.391341273869,1.77231401825235,0.276916604050159,6.40017244300498,1.55201565593986e-10,2.58998919540653e-09
"Smchd1",617.418294402594,-0.653702302786619,0.10214934410033,-6.39947626236892,1.55910815952974e-10,2.59844610535651e-09
"Skp1a",3168.56510844284,0.40188473806551,0.0628702288002331,6.39229005102681,1.63419526658583e-10,2.72005549365706e-09
"Gpr155",309.48093277068,-0.46519470566108,0.0727801416099442,-6.39178071614963,1.63964928286269e-10,2.725598348054e-09
"Foxo1",713.80486308661,-0.740352108362841,0.115836498159732,-6.3913543669279,1.64422835121486e-10,2.72967431191984e-09
"Igsf3",350.450392115186,-0.978756811802967,0.153149892062101,-6.39084232201801,1.64974432410458e-10,2.73529314098632e-09
"Mki67",95.9835391117796,-1.94406120959077,0.304227625506674,-6.3901534462988,1.65719373055821e-10,2.7440989863553e-09
"Zc3h12a",607.546357256206,-1.19043155762998,0.186309001639966,-6.38955470294687,1.66369514910583e-10,2.75131441346328e-09
"Nup153",1204.60811495347,-0.490942831980941,0.0768670221348697,-6.38691103604275,1.69270044716204e-10,2.79567887238486e-09
"Map2k3",1934.99493374278,-0.309679708379311,0.0485024993920682,-6.38481959199724,1.71599649396673e-10,2.82794381330603e-09
"Ap3s1",109.815196102222,0.604933594590295,0.09474646061336,6.38476192856322,1.7166432093551e-10,2.82794381330603e-09
"Park2",105.751036725903,0.647688870197659,0.101471824513061,6.38294298250534,1.73716600425746e-10,2.8580835041841e-09
"Smc1a",1639.31745060517,-0.551890750990502,0.0864730956203454,-6.38222498028222,1.74533289835704e-10,2.86784341672419e-09
"Abca1",1102.7149669468,-0.787093295981459,0.123356886493323,-6.38061901816939,1.76373589484817e-10,2.89437630928216e-09
"Glul",19341.0854067935,-0.839832918426809,0.13164302758179,-6.37962324214261,1.77524174345538e-10,2.90953732998248e-09
"Chmp2a",2164.11003727387,0.435378031132106,0.0682811909550213,6.37625127861202,1.81475087213417e-10,2.97049718649206e-09
"Raph1",3908.78428946228,-0.750350428364594,0.117689044479257,-6.3757032923897,1.82125223461069e-10,2.9735534257963e-09
"Plppr2",70.8556509803059,0.927041530401164,0.145400272352042,6.37578950441452,1.82022790034032e-10,2.9735534257963e-09
"Letm1",2174.46773108643,-0.332471567101663,0.052155210260299,-6.37465682608403,1.83373089551103e-10,2.99012307269288e-09
"Ost4",699.444921701935,0.549456189402245,0.0862310378161557,6.37190741660426,1.86691582065224e-10,3.04037191959775e-09
"Slc31a1",861.547828444099,-0.287096203568771,0.045070772865354,-6.36989750378704,1.89154565555147e-10,3.07657863088618e-09
"Nubp1",337.33091134907,0.711499032632964,0.111722125781156,6.36847023504249,1.90922812997604e-10,3.10140817620031e-09
"Bloc1s3",127.413133548338,0.798571534489547,0.125407371665081,6.36781972133385,1.91734084134031e-10,3.11064918039446e-09
"Fam58b",277.302101455336,0.510174824375656,0.0801272292543331,6.36705935202503,1.92686628379828e-10,3.12215593686658e-09
"Rictor",512.371112913694,-0.51707832480673,0.0812151816686672,-6.36676929340932,1.93051212990375e-10,3.12411880996908e-09
"Gm10791",19.2409920838841,-1.97021005051783,0.309474466795029,-6.36630889430608,1.93631288651767e-10,3.12955960613114e-09
"Narf",1809.40993770427,-0.570644755708874,0.0896570022497729,-6.36475391090069,1.95603091589292e-10,3.15745216901307e-09
"Srp19",820.730839614526,0.367684506482644,0.0577741007063493,6.36417533094091,1.96341758312758e-10,3.16539420154223e-09
"Enpp1",146.687839462851,-0.558994906635253,0.0878515435976327,-6.36294917247551,1.97916200079933e-10,3.18677364570362e-09
"Zfp790",321.563675387967,-0.496974671535151,0.0781343363064386,-6.36051568398871,2.01077522092846e-10,3.23361884839285e-09
"Pcdhgb7",1507.91714948773,-0.743380863095124,0.116890745443124,-6.35962120249149,2.02251889278157e-10,3.24843366095943e-09
"Ccdc71l",438.17022984378,-0.535935117100387,0.0842782791643304,-6.35911319517324,2.02921833981799e-10,3.25511986936053e-09
"Timp3",10998.6773319007,-0.670782909983095,0.10551508510084,-6.35722284962413,2.05433860227302e-10,3.29130178314228e-09
"Prrg1",245.455275105387,0.48033177678685,0.0756150983593968,6.35232628414823,2.12082870194016e-10,3.39359036558579e-09
"Gch1",482.996259952504,-1.0146248038115,0.159744796626716,-6.35153585742404,2.13175709330731e-10,3.40682923766036e-09
"Tarsl2",742.728796993304,-0.492471105030137,0.0775484374151421,-6.3504968177989,2.14620650839813e-10,3.42565523908871e-09
"Farp1",419.662792921376,-0.754831811648097,0.118917266335369,-6.34753753520816,2.18788608496583e-10,3.48784374265422e-09
"Cript",810.608169599135,0.549097207367484,0.0865267795133768,6.34597994349941,2.21014029381128e-10,3.51894917996031e-09
"Pdzd2",3128.89711091207,-0.778104182600759,0.122657707860438,-6.34370392349171,2.24305721268664e-10,3.56693348332189e-09
"Tm9sf4",983.441997271349,-0.518057161041481,0.0816991795781943,-6.34103259930105,2.28230236622015e-10,3.6248497853593e-09
"Smg5",1873.78402168432,0.305923566724888,0.0482514216408638,6.34019799461833,2.29470070436433e-10,3.64003635835692e-09
"Kcnj15",113.574045298993,-0.867476272246433,0.136878046131727,-6.33758514796156,2.33394232154963e-10,3.69771380400573e-09
"1810013L24Rik",1204.61566449937,-0.381329957671386,0.060176974621916,-6.33680839004007,2.34573410044326e-10,3.71181328125628e-09
"Sidt2",1762.85735581085,-0.47524008632567,0.0750148597633889,-6.33527927432868,2.36911752154324e-10,3.74419767905966e-09
"Tmem256",1301.69407061197,0.733520835489104,0.115798736505788,6.33444593285733,2.38195677064197e-10,3.75985870081776e-09
"Gm15772",675.720465430516,0.656549800147913,0.103714679151425,6.3303459598939,2.44612114441951e-10,3.85639713099945e-09
"Pcdhgb5",1525.17768032432,-0.751687405945191,0.118765095713804,-6.32919462934281,2.46444097329194e-10,3.87313741112795e-09
"Pxn",1295.34437830364,-0.518666885706933,0.0819478627345762,-6.32923017634837,2.46387335414377e-10,3.87313741112795e-09
"Etv5",393.729806513834,-0.93106124821129,0.147107769884433,-6.3291099371755,2.46579386339245e-10,3.87313741112795e-09
"Znrf1",1339.53818880052,-0.596283327070889,0.0942595320126146,-6.32597376985798,2.51640562926273e-10,3.94780359906218e-09
"2310011J03Rik",546.703287189906,0.583666881647141,0.0923185731254678,6.32231263858351,2.57677367451801e-10,4.03757467217211e-09
"Foxp1",545.247959897191,-0.659158150463857,0.104275847437778,-6.32129267381099,2.59384217937982e-10,4.05936301072943e-09
"Gskip",205.340937146844,0.559392436868137,0.0885352941024971,6.31829873655279,2.6445842099774e-10,4.13373315062606e-09
"Trrap",772.972457970331,-0.450101585067688,0.0712701496624263,-6.31542921124216,2.69412687961666e-10,4.20604990828717e-09
"Clcf1",61.7482066773775,1.46470664864958,0.231997166586368,6.31346783325604,2.72851059349425e-10,4.25455363867699e-09
"Slamf9",125.599612120629,1.20394949105605,0.190759990121002,6.31133127178486,2.76645304805563e-10,4.30848203467207e-09
"Calcoco1",3202.40458012745,-0.339769719881047,0.0538450709499202,-6.31013598620861,2.78790396844924e-10,4.33662686389202e-09
"1700037C18Rik",59.9294694648333,0.943497623644568,0.149608965397805,6.30642435856594,2.85555434879789e-10,4.43648050340476e-09
"Lig3",652.082912771246,-0.418283486931022,0.0663494862101276,-6.3042460586104,2.89600108403712e-10,4.49387931214612e-09
"Pcdhga11",1500.07308027719,-0.735116648886272,0.116643253382566,-6.30226461941388,2.93327804347722e-10,4.5407427179666e-09
"Atp11a",2272.65446505526,-0.700575175994605,0.111162094261379,-6.30228479095867,2.93289620438866e-10,4.5407427179666e-09
"Nudt14",100.73282115092,0.972697077387923,0.154356321725473,6.30163420917668,2.9452359477703e-10,4.55376059249835e-09
"Slc38a4",238.899969204357,-0.908209072626198,0.144185492340471,-6.29889358411737,2.99777701628545e-10,4.62941906738762e-09
"Elovl6",131.873938945385,-1.89217158192277,0.300522146226456,-6.29628001024905,3.04873438773447e-10,4.70245293242746e-09
"Pcdhga10",1538.11373527197,-0.731548391394397,0.11619634914704,-6.29579497776356,3.05828377014363e-10,4.71151928238333e-09
"Ttll7",356.536128474512,0.840436039666141,0.133535543328641,6.29372539113248,3.09935929626796e-10,4.76907408261472e-09
"Foxk1",645.582651868731,-0.662869963974702,0.105342322277289,-6.29253228564541,3.12328339197353e-10,4.80013122984386e-09
"Zfp871",1049.10997005094,-0.576647465622296,0.0916596859712093,-6.29117871736352,3.1506434434531e-10,4.83481550383808e-09
"Atl1",74.052148245519,0.871868055990368,0.138588778500625,6.2910436575241,3.15338625162664e-10,4.83481550383808e-09
"Blvrb",282.470586925932,0.767674821956739,0.122050562378699,6.28980978862509,3.17855196591231e-10,4.86758441271512e-09
"Syk",1731.71718506581,-0.794905407805159,0.126437809255398,-6.28692803589698,3.23809383939097e-10,4.95285557102555e-09
"Rps14",4719.14093306126,0.618741198021101,0.0984419945913748,6.28533788440033,3.27141388317887e-10,4.98116159273938e-09
"Ablim2",649.311569465135,0.609338212033033,0.0969386907414802,6.28581021027032,3.26148196873033e-10,4.98116159273938e-09
"Klf13",1118.1002427539,-0.654911998561011,0.104197345223554,-6.28530407522291,3.27212594302135e-10,4.98116159273938e-09
"Icosl",555.173841204045,-1.19578568587307,0.190247628686343,-6.28541703321061,3.26974751058659e-10,4.98116159273938e-09
"Armt1",199.276410120076,0.599833629430459,0.095472097233929,6.28281609820224,3.32494298252083e-10,5.05556792591112e-09
"BC005537",3851.02949132,-0.374125781014168,0.0595693173786412,-6.28051146928725,3.37460983779139e-10,5.12501397022212e-09
"Nhsl2",299.61383571468,-0.931186606704435,0.148310750989119,-6.27861837725273,3.4159489464541e-10,5.18166345506448e-09
"Blmh",707.580479063419,-0.373252325180411,0.0594583799444998,-6.27753944067793,3.43973025578779e-10,5.21157713961331e-09
"Dtd1",277.270414631087,0.477376407220515,0.0760525109650469,6.27693157218588,3.45319965854336e-10,5.2258150021329e-09
"0610009B22Rik",380.325215712727,0.621925881366437,0.0991045529524841,6.27545216479228,3.48619652136981e-10,5.26953591975722e-09
"Unc45b",3703.80622688182,-0.550517298711057,0.0877618021122642,-6.27285772922985,3.54480791867638e-10,5.35182588474988e-09
"Pcdhgb6",1527.3199259051,-0.730618889230642,0.116486224387317,-6.27214842848141,3.56099862329162e-10,5.36995244802602e-09
"1110008P14Rik",566.67874538309,0.641331126677935,0.10228211916573,6.27021743300772,3.60544278090449e-10,5.43059239522856e-09
"Pcdhga12",1484.15488803347,-0.725515306478299,0.115720103507756,-6.26957014802251,3.62046165321339e-10,5.4468211483807e-09
"Uvssa",191.880957237956,0.754341400485486,0.12032984670493,6.26894674216001,3.63498419378035e-10,5.46226606074745e-09
"Myadm",3335.31946067618,-0.722143126748121,0.115201280549711,-6.2685338505114,3.64463399508942e-10,5.47036117648918e-09
"Cd44",982.713297684993,-0.904405680253579,0.144315980678626,-6.2668436024946,3.68439864888367e-10,5.52358503050515e-09
"Pcdhgc4",1468.38704038515,-0.723970746931075,0.115550524534143,-6.26540424502491,3.71859452922057e-10,5.56834581020858e-09
"Pcdhgc5",1470.18251057177,-0.726002094095312,0.115912422447245,-6.26336745248973,3.76751409528582e-10,5.63502428727307e-09
"Hectd1",4086.44690185048,-0.553010031917567,0.0882989035199279,-6.26293203961202,3.77805303513682e-10,5.64420891733537e-09
"Pcdhgb8",1471.16081262331,-0.728178834147494,0.116277205914255,-6.26243835515335,3.79003722549686e-10,5.65552880404666e-09
"Gng11",661.614921746321,0.947001840737545,0.151266624041474,6.26048109910816,3.837915901784e-10,5.72032227265901e-09
"Tiparp",1782.39414504939,-0.872274054550763,0.139370592844905,-6.25866645714457,3.88283311356653e-10,5.78055653670525e-09
"Cep85l",226.327858829126,-0.752353467736861,0.120225623911867,-6.25784623324879,3.90330385201517e-10,5.80429876395257e-09
"Pcdhga1",1495.09438628466,-0.716833535877827,0.114553537410788,-6.25762898361899,3.90874348420002e-10,5.80566031628923e-09
"Snrnp200",1838.95104251816,-0.508155067386378,0.0812089707802194,-6.25737603252759,3.9150863566659e-10,5.80835875319001e-09
"Abcb4",465.149711284365,0.495184352803883,0.0791533523675259,6.25601238599014,3.94945393768757e-10,5.8525799517719e-09
"Zfhx3",172.657831363467,-0.685461449802409,0.109580475391338,-6.25532465847099,3.96689807168504e-10,5.87164970633612e-09
"Gmppa",640.059873527263,0.428343607684929,0.0685060582117834,6.25263836317547,4.03575919002868e-10,5.96669328175554e-09
"Lrch3",676.086588044621,-0.500849055211083,0.080169778891524,-6.24735482791803,4.17461979072718e-10,6.15780411200022e-09
"Spry4",572.476939131695,-1.05302289977509,0.168551020643181,-6.24750236312315,4.17067975760137e-10,6.15780411200022e-09
"Pik3ca",1322.52548258208,-0.469531087870284,0.07519412028505,-6.24425269010874,4.25831100538929e-10,6.27404192102879e-09
"Mgll",2900.0671501083,0.992694984699966,0.159037664530726,6.24188608169719,4.32325781630379e-10,6.3624274720902e-09
"Pfn4",33.0354531659182,0.988951747782966,0.158518286020413,6.2387234470578,4.41156125413928e-10,6.48494451023704e-09
"Srebf2",663.346720724009,-0.528835870745245,0.0847887715339653,-6.23709792202144,4.45762976983578e-10,6.54516737257466e-09
"Chd9",699.694734015227,-0.589611135957585,0.0945397431406643,-6.2366483805685,4.47045275574412e-10,6.55649373879592e-09
"Ptpn1",1117.92746812031,-0.704092192612429,0.112911783034101,-6.23577250923211,4.49554012134275e-10,6.58576100196251e-09
"Vezf1",1580.2205322491,-0.320825897799553,0.0514578244507801,-6.23473497420059,4.52543581371914e-10,6.62199746835322e-09
"Lman1l",95.8584214209034,1.58737355997618,0.254625824392979,6.23414205436716,4.54260733480169e-10,6.62475711903065e-09
"Pik3r3",304.4173216559,0.624873067223687,0.100234123159662,6.23413511812071,4.54280859093507e-10,6.62475711903065e-09
"Aco2",44283.1617680055,-0.417121019589341,0.0669056798976891,-6.23446350485032,4.53328994615713e-10,6.62475711903065e-09
"Med21",512.082223860421,0.625692993401995,0.100589937856397,6.22023441644074,4.96412662351784e-10,7.23094630642502e-09
"Tmem246",769.113192606214,0.629831967450079,0.10126255103228,6.21979163105722,4.9781553734355e-10,7.24315962667775e-09
"Xrn1",736.76360270156,-0.648792967930265,0.104364497631817,-6.21660605524223,5.08023060842724e-10,7.38330684008458e-09
"Pard3",794.798967176644,-0.487950001586667,0.0785028647845691,-6.2156967510131,5.10974022469707e-10,7.41779369949519e-09
"Mlf1",2462.6184680916,-0.781676398615057,0.125778202980958,-6.21472067567541,5.14160291972257e-10,7.45561471963839e-09
"Pcdhga8",1492.79760696465,-0.716704308916394,0.115353069660302,-6.21313599219324,5.19374621123424e-10,7.51424409568986e-09
"Clasp2",963.381270397016,-0.461005620603923,0.074198022178795,-6.21317936875781,5.19231207975003e-10,7.51424409568986e-09
"Prps2",327.310170144456,0.479873039683534,0.0772552917711782,6.21152323267208,5.24734308519587e-10,7.58323804192777e-09
"Gstt3",65.3635344875653,1.38937450360424,0.223720544594846,6.21031254022903,5.28793235897128e-10,7.6332998833159e-09
"Anxa4",762.076083867824,0.521423091898208,0.0840027612479625,6.20721371716641,5.39322327933041e-10,7.77654318467946e-09
"Dhx32",1306.58268258614,0.407965772592526,0.0657414367673106,6.20561083927183,5.44848539518483e-10,7.81482418195559e-09
"Tbc1d15",1587.96758785528,-0.60418276192057,0.0973582144905906,-6.2057707722132,5.44294669549049e-10,7.81482418195559e-09
"Kank1",2294.83373818433,-0.60975926325331,0.0982601387938093,-6.20556077712082,5.45022024690271e-10,7.81482418195559e-09
"Pcdhgb1",1478.84899402121,-0.716936399510839,0.115528021009366,-6.20573600453795,5.44415028075703e-10,7.81482418195559e-09
"Fam45a",313.833712512811,0.402525878602196,0.0648605145332294,6.206023518299,5.43420494826773e-10,7.81482418195559e-09
"Gm37013",1459.59021777162,-0.722033690973164,0.116364719153827,-6.20491929361062,5.47249795344413e-10,7.83800962461479e-09
"Gm38666",1459.38396290709,-0.721720187565602,0.116324265894442,-6.20438205232708,5.4912238437314e-10,7.85346857931331e-09
"Gm38667",1459.36308648635,-0.721720779951183,0.116326673421308,-6.20425873726553,5.49553088461261e-10,7.85346857931331e-09
"Prkar1a",10635.947600931,0.493181804939974,0.0795279040261617,6.20136807299405,5.5974431074815e-10,7.99020994419467e-09
"St3gal1",2879.50110926911,-0.795232022583269,0.128246310868748,-6.20081791980075,5.61704692597532e-10,8.0092848001157e-09
"Dpep1",1238.34701058396,0.429826584349975,0.0693703918759002,6.19611007991581,5.78756568866912e-10,8.24326642427201e-09
"Trappc3",712.226672266982,0.44419576841752,0.0716993535253326,6.1952548604302,5.81907940677245e-10,8.2789629741808e-09
"3110040N11Rik",195.335029343479,0.492830300041219,0.0796068264558281,6.19080450738328,5.98579102773051e-10,8.50671719367282e-09
"Kif26b",63.3510791122527,-0.846692704914863,0.136779930258898,-6.19018231192423,6.00946686157855e-10,8.53091684011477e-09
"Il1rap",183.601367965371,-0.787202248080058,0.127224588056889,-6.1875008605102,6.11255134539097e-10,8.66766534976821e-09
"Adcy5",1335.1952531707,-0.497757953147281,0.0805343746981641,-6.18068936417319,6.38222895768624e-10,9.04008214282422e-09
"Rif1",732.425335005082,-0.485145130657111,0.0785089091692414,-6.17949142066521,6.43084285851691e-10,9.09889817015959e-09
"Ccl9",1261.96279943335,0.683810450780403,0.110664185251524,6.17914864891651,6.44481927265018e-10,9.10863058655504e-09
"Vti1b",2046.59140895838,0.443202842996362,0.0718248050958119,6.17060975529476,6.80271341121909e-10,9.60387472015122e-09
"Prkab1",767.992499521149,-0.460063813443122,0.0745902670180303,-6.16787996390888,6.92116510213815e-10,9.76036392920207e-09
"Gemin5",427.947032085666,-0.52017636372506,0.0843701180139826,-6.16540993386842,7.03007755120634e-10,9.903071922572e-09
"Mut",2499.09972621876,-0.45382913843159,0.0736142441380751,-6.16496363910715,7.04993382828462e-10,9.9201535985062e-09
"Ubxn7",655.694196365236,-0.39287688157626,0.0637334981974017,-6.16437027133522,7.07641833480161e-10,9.94651440202727e-09
"Kcnc1",16.7004897349699,1.68804345316054,0.273984383615774,6.16109367579064,7.2244236771495e-10,1.01434386267899e-08
"Tfe3",457.281400940909,-0.457690276648876,0.074308939703041,-6.15928956163192,7.30720097961467e-10,1.02484491990596e-08
"Rps6ka3",1875.30842827275,-0.556428713343632,0.0903534435884481,-6.15835646373497,7.35037613874483e-10,1.02977485795319e-08
"Znfx1",1799.00043187379,-1.06475723358905,0.172913215224767,-6.15775510394037,7.37833328233382e-10,1.03256435127797e-08
"Mapre3",676.965768574032,0.416581215678411,0.0676584079033602,6.15712412673728,7.40777884826245e-10,1.03555583834153e-08
"Asap3",321.429814520311,-0.732535876506293,0.11899671677018,-6.15593351135097,7.46365337103553e-10,1.04223137878671e-08
"Abhd18",1150.97727069975,-1.04646792027872,0.169999956045314,-6.15569524029631,7.47488448525062e-10,1.04266513694806e-08
"Esf1",485.444986845984,-0.493101277321237,0.0801111634840094,-6.1552130299501,7.49766435573907e-10,1.0447071300456e-08
"Echdc2",558.748668167871,0.576409017183602,0.0937105382210394,6.15095194335561,7.70192556584105e-10,1.07200445538436e-08
"Fez2",1658.58193628216,0.32836481962241,0.0533872427463283,6.15062330869284,7.71790267371861e-10,1.07306440966231e-08
"Mecp2",1346.31067963574,-0.467079025687508,0.0759558660519676,-6.14934764048297,7.78022822862018e-10,1.08055918677362e-08
"Znrf3",142.165481173075,-0.677264480173913,0.110143680101503,-6.14891820892292,7.80131928535275e-10,1.08231708528575e-08
"Arpc3",2395.18707209975,0.390183802122481,0.0634910345125441,6.1454944799394,7.97147856332839e-10,1.10464367089376e-08
